,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist_x,Cand_Office_Dist_y,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,seat_transition
1593,1593,"HILL, TRACELLA LOU O'HARA",MS,1.0,1.0,REF,2018,0.340720074,19.6,REP,0.0,0,0.3181,1.0,0.58,False,47681.0,500,,72.2,,,4.0
1594,1594,"KELLY, JOHN TRENT TRENT",MS,1.0,1.0,REP,2018,0.340720074,19.6,REP,0.701094931,1,0.3181,1.0,0.58,True,47681.0,6,100.0,72.2,1053946.86,899969.06,4.0
1595,1595,"SMITH, CARLTON ELLIOTT",MS,1.0,1.0,DEM,2018,0.340720074,19.6,REP,0.278334864,0,0.3181,1.0,0.58,False,47681.0,500,,72.2,0.0,0.0,4.0
1596,1596,"WADKINS, RANDY MACK DR.",MS,1.0,1.0,DEM,2018,0.340720074,19.6,REP,0.278334864,0,0.3181,1.0,0.58,False,47681.0,77,100.0,72.2,0.0,0.0,4.0
1597,1597,"HARRIS, IRVING",MS,2.0,2.0,REF,2018,0.601731872,18.5,REP,0.0,0,0.69513,1.0,0.58,False,35842.0,500,,71.1,,,4.0
1598,1598,"RAY, TROY",MS,2.0,2.0,IND,2018,0.601731872,18.5,REP,0.024424069,0,0.69513,1.0,0.58,False,35842.0,62,,71.1,,,4.0
1599,1599,"THOMPSON, BENNIE G.",MS,2.0,2.0,DEM,2018,0.601731872,18.5,REP,0.667984627,1,0.69513,1.0,0.58,False,35842.0,500,100.0,71.1,788682.23,632080.57,4.0
1600,1600,"AYCOX, KEVIN MICHAEL",MS,3.0,3.0,DEM,2018,0.462617638,25.4,REP,0.302878252,0,0.39723,1.0,0.58,False,45475.0,13,,71.14737,0.0,0.0,4.0
1601,1601,"DOTY, SALLY",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,0.0,0.58,True,45475.0,500,,71.14737,813557.13,725370.19,4.0
1602,1602,"DUNN, MORGAN",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,0.0,0.58,True,45475.0,500,,71.14737,813557.13,725370.19,4.0
1603,1603,"EVANS, MICHAEL TED",MS,3.0,3.0,DEM,2018,0.462617638,25.4,REP,0.302878252,0,0.39723,1.0,0.58,False,45475.0,1,69.1,71.14737,0.0,0.0,4.0
1604,1604,"GUEST, MICHAEL PATRICK",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,1.0,0.58,True,45475.0,1,44.8,71.14737,813557.13,725370.19,4.0
1605,1605,"HOLLAND, MATTHEW",MS,3.0,3.0,REF,2018,0.462617638,25.4,REP,0.0,0,0.39723,1.0,0.58,False,45475.0,10,,71.14737,,,4.0
1606,1606,"HUGHES, WHIT MR.",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,1.0,0.58,True,45475.0,500,22.3,71.14737,813557.13,725370.19,4.0
1607,1607,"PARKER, PERRY MR.",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,1.0,0.58,True,45475.0,500,,71.14737,813557.13,725370.19,4.0
1608,1608,"TATE, KATHERINE BITZI",MS,3.0,3.0,REP,2018,0.462617638,25.4,REP,0.669353298,0,0.39723,0.0,0.58,True,45475.0,55,,71.14737,813557.13,725370.19,4.0
1609,1609,"ANDERSON, JERAMEY DEWAYNE",MS,4.0,4.0,DEM,2018,0.28951649,20.5,REP,0.276534667,0,0.28596,1.0,0.58,False,45442.0,500,100.0,70.82381,127202.04,114116.32,4.0
1610,1610,"PALAZZO, STEVEN MCCARTY",MS,4.0,4.0,REP,2018,0.28951649,20.5,REP,0.670481743,1,0.28596,0.0,0.58,True,45442.0,19,70.5,70.82381,691078.0,560967.09,4.0
1611,1611,"ROSE, E BRIAN",MS,4.0,4.0,REP,2018,0.28951649,20.5,REP,0.670481743,0,0.28596,1.0,0.58,True,45442.0,500,,70.82381,691078.0,560967.09,4.0
1612,1612,"SHEETS, LAJENA",MS,4.0,4.0,REF,2018,0.28951649,20.5,REP,0.0,0,0.28596,0.0,0.58,False,45442.0,500,,70.82381,,,4.0
1613,1613,"TURNER, WILLIAM HARRISON",MS,4.0,4.0,IND,2018,0.28951649,20.5,REP,0.0,0,0.28596,1.0,0.58,False,45442.0,9,,70.82381,,,4.0
1614,1614,"BUTTREY, FRANCIS EDWARD",MT,0.0,1.0,REP,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,True,53386.0,500,,80.2,8058195.44,7660591.32,4.0
1615,1615,"CAMPBELL, DOUGLAS BRUCE II",MT,0.0,1.0,UNK,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,50,,80.2,,,4.0
1616,1616,"GIANFORTE, GREG",MT,0.0,1.0,REP,2018,,29.9,DEM,0.0,1,0.11418,1.0,0.51,True,53386.0,29,100.0,80.2,8058195.44,7660591.32,4.0
1617,1617,"HEENAN, JOHN",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,6,,80.2,2863708.82,1642597.46,4.0
1618,1618,"KIER, GRANT",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,500,,80.2,2863708.82,1642597.46,4.0
1619,1619,"MCCARTHY, KELLY",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,0.0,0.51,False,53386.0,14,,80.2,2863708.82,1642597.46,4.0
1620,1620,"MEYER, JOHN",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,6,,80.2,2863708.82,1642597.46,4.0
1621,1621,"MILLER, KEN",MT,0.0,1.0,REP,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,True,53386.0,31,,80.2,8058195.44,7660591.32,4.0
1622,1622,"MOSS, LYNDA BOURQUE",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,0.0,0.51,False,53386.0,500,,80.2,2863708.82,1642597.46,4.0
1623,1623,"PETTINATO, JARED SCOTT MR.",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,113,,80.2,2863708.82,1642597.46,4.0
1624,1624,"QUIST, ROBERT E.",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,7,,80.2,2863708.82,1642597.46,4.0
1625,1625,"SWANSON, ELINOR",MT,0.0,1.0,LIB,2018,,29.9,DEM,0.0,0,0.11418,0.0,0.51,False,53386.0,500,,80.2,,,4.0
1626,1626,"TURIANO, DREW",MT,0.0,1.0,REP,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,True,53386.0,500,,80.2,8058195.44,7660591.32,4.0
1627,1627,"WALKER, EDWARD ALAN",MT,0.0,1.0,REP,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,True,53386.0,40,,80.2,8058195.44,7660591.32,4.0
1628,1628,"WEST, DAN",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,12,,80.2,2863708.82,1642597.46,4.0
1629,1629,"WICKS, MARK L",MT,0.0,1.0,LIB,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,18,,80.2,,,4.0
1630,1630,"WILLIAMS, KATHLEEN",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,0.0,0.51,False,53386.0,69,33.5,80.2,2863708.82,1642597.46,4.0
1631,1631,"WOODS, TOM",MT,0.0,1.0,DEM,2018,,29.9,DEM,0.0,0,0.11418,1.0,0.51,False,53386.0,20,,80.2,2863708.82,1642597.46,4.0
1633,1633,"ALLISON, ROGER",NC,1.0,1.0,REP,2018,0.657082975,25.9,DEM,0.290150794,0,0.51517,1.0,0.47,True,43853.0,92,100.0,67.28667,26638.46,26533.88,0.0
1634,1634,"BUTTERFIELD, G. K.",NC,1.0,1.0,DEM,2018,0.657082975,25.9,DEM,0.686036387,1,0.51517,1.0,0.47,False,43853.0,500,100.0,67.28667,665761.45,691923.58,0.0
1635,1635,"CHESSER, GREGORY",NC,2.0,2.0,REP,2018,0.546231998,33.9,DEM,0.56730145,0,0.28393,1.0,0.47,True,69552.0,29,,71.7,2402126.11,2158649.95,4.0
1636,1636,"COLEMAN, LINDA",NC,2.0,2.0,DEM,2018,0.546231998,33.9,DEM,0.43269855,0,0.28393,0.0,0.47,False,69552.0,68,56.0,71.7,688240.87,243417.95,4.0
1637,1637,"HOLDING, GEORGE E MR.",NC,2.0,2.0,REP,2018,0.546231998,33.9,DEM,0.56730145,1,0.28393,1.0,0.47,True,69552.0,53,76.5,71.7,2402126.11,2158649.95,4.0
1638,1638,"MATEMU, JAPHETH",NC,2.0,2.0,LIB,2018,0.546231998,33.9,DEM,0.0,0,0.28393,1.0,0.47,False,69552.0,500,,71.7,,,4.0
1639,1639,"MAY, WENDY",NC,2.0,2.0,DEM,2018,0.546231998,33.9,DEM,0.43269855,0,0.28393,0.0,0.47,False,69552.0,36,,71.7,688240.87,243417.95,4.0
1640,1640,"MILLER, JUSTIN K THERMOCHEM",NC,2.0,2.0,DEM,2018,0.546231998,33.9,DEM,0.43269855,0,0.28393,1.0,0.47,False,69552.0,38,,71.7,688240.87,243417.95,4.0
1641,1641,"MURPHY, DAN",NC,2.0,2.0,2,2018,0.546231998,33.9,DEM,0.0,0,0.28393,1.0,0.47,False,69552.0,12,,71.7,,,4.0
1642,1642,"ROMLEY, KEN",NC,2.0,2.0,DEM,2018,0.546231998,33.9,DEM,0.43269855,0,0.28393,1.0,0.47,False,69552.0,31,,71.7,688240.87,243417.95,4.0
1643,1643,"SEARCY, SAM",NC,2.0,2.0,DEM,2018,0.546231998,33.9,DEM,0.43269855,0,0.28393,1.0,0.47,False,69552.0,64,,71.7,688240.87,243417.95,4.0
1644,1644,"STRICKLAND, TIMMY MR.",NC,2.0,2.0,UN,2018,0.546231998,33.9,DEM,0.0,0,0.28393,1.0,0.47,False,69552.0,500,,71.7,,,4.0
1645,1645,"DACEY, SCOTT",NC,3.0,3.0,REP,2018,0.406214867,21.6,DEM,0.6738130259999999,0,0.28357,1.0,0.47,True,50479.0,17,,71.5,533807.73,510917.36,4.0
1646,1646,"JONES, WALTER B",NC,3.0,3.0,REP,2018,0.406214867,21.6,DEM,0.6738130259999999,1,0.28357,1.0,0.47,True,50479.0,105,43.0,71.5,533807.73,510917.36,4.0
1647,1647,"LAW, PHILIP",NC,3.0,3.0,REP,2018,0.406214867,21.6,DEM,0.6738130259999999,0,0.28357,1.0,0.47,True,50479.0,90,,71.5,533807.73,510917.36,4.0
1648,1648,"BRIAN, LEE ANDREA MS.",NC,4.0,4.0,REP,2018,0.665717886,52.3,DEM,0.317783138,0,0.39319,0.0,0.47,True,70293.0,131,,70.63158,0.0,0.0,4.0
1649,1649,"HOWE, BARBARA",NC,4.0,4.0,LIB,2018,0.665717886,52.3,DEM,0.0,0,0.39319,0.0,0.47,False,70293.0,76,,70.63158,,,4.0
1650,1650,"LAWS, MICHELLE",NC,4.0,4.0,DEM,2018,0.665717886,52.3,DEM,0.682216862,0,0.39319,0.0,0.47,False,70293.0,4,,70.63158,778243.69,763294.23,4.0
1651,1651,"LOOR, STEVE",NC,4.0,4.0,REP,2018,0.665717886,52.3,DEM,0.317783138,0,0.39319,1.0,0.47,True,70293.0,159,100.0,70.63158,0.0,0.0,4.0
1652,1652,"PRICE, DAVID E",NC,4.0,4.0,DEM,2018,0.665717886,52.3,DEM,0.682216862,1,0.39319,1.0,0.47,False,70293.0,4,77.2,70.63158,778243.69,763294.23,4.0
1653,1653,"WATKINS, RICHARD LEE III",NC,4.0,4.0,DEM,2018,0.665717886,52.3,DEM,0.682216862,0,0.39319,1.0,0.47,False,70293.0,16,,70.63158,778243.69,763294.23,4.0
1654,1654,"WHITLOCK, PERRY THOMPSON",NC,4.0,4.0,LIB,2018,0.665717886,52.3,DEM,0.0,0,0.39319,1.0,0.47,False,70293.0,500,,70.63158,,,4.0
1655,1655,"ADAMS, DENISE DARCEL",NC,5.0,5.0,DEM,2018,0.393409945,25.6,DEM,0.415350602,0,0.20657,0.0,0.47,False,46513.0,53,64.4,69.78095,318832.12,258332.09,4.0
1656,1656,"FOXX, VIRGINIA ANN",NC,5.0,5.0,REP,2018,0.393409945,25.6,DEM,0.5846493979999999,1,0.20657,0.0,0.47,True,46513.0,159,80.8,69.78095,2015579.9,1496832.2,4.0
1657,1657,"GENTRY, DILLON SPURGEON",NC,5.0,5.0,REP,2018,0.393409945,25.6,DEM,0.5846493979999999,0,0.20657,1.0,0.47,True,46513.0,500,,69.78095,2015579.9,1496832.2,4.0
1658,1658,"MARSHALL, JENNIFER",NC,5.0,5.0,DEM,2018,0.393409945,25.6,DEM,0.415350602,0,0.20657,0.0,0.47,False,46513.0,1,,69.78095,318832.12,258332.09,4.0
1659,1659,"MEADER, CORTLAND",NC,5.0,5.0,REP,2018,0.393409945,25.6,DEM,0.5846493979999999,0,0.20657,1.0,0.47,True,46513.0,500,,69.78095,2015579.9,1496832.2,4.0
1660,1660,"VERA, MATTHEW",NC,5.0,5.0,REP,2018,0.393409945,25.6,DEM,0.5846493979999999,0,0.20657,1.0,0.47,True,46513.0,10,,69.78095,2015579.9,1496832.2,4.0
1661,1661,"HORNEY, MARGOT MS",NC,6.0,6.0,DEM,2018,0.489739697,23.1,DEM,0.407191764,0,0.28614,0.0,0.47,False,49867.0,500,,69.2,305848.56,205780.46,4.0
1662,1662,"WALKER, BRADLEY MARK MR.",NC,6.0,6.0,REP,2018,0.489739697,23.1,DEM,0.592808236,1,0.28614,1.0,0.47,True,49867.0,57,100.0,69.2,1155911.84,576556.32,4.0
1663,1663,"WATTS, RYAN",NC,6.0,6.0,DEM,2018,0.489739697,23.1,DEM,0.407191764,0,0.28614,1.0,0.47,False,49867.0,25,77.2,69.2,305848.56,205780.46,4.0
1664,1664,"WONG, GERALD",NC,6.0,6.0,DEM,2018,0.489739697,23.1,DEM,0.407191764,0,0.28614,1.0,0.47,False,49867.0,104,,69.2,305848.56,205780.46,4.0
1665,1665,"ACKER, BRANDON W.",NC,7.0,7.0,DEM,2018,0.405338908,23.9,DEM,0.390220665,0,0.25118,1.0,0.47,False,48345.0,52,,69.4,647623.69,361030.67,4.0
1666,1666,"GARDNER, JONAH",NC,7.0,7.0,DEM,2018,0.405338908,23.9,DEM,0.390220665,0,0.25118,1.0,0.47,False,48345.0,500,,69.4,647623.69,361030.67,4.0
1667,1667,"HORTON, LAUREN",NC,7.0,7.0,DEM,2018,0.405338908,23.9,DEM,0.390220665,0,0.25118,0.0,0.47,False,48345.0,137,67.0,69.4,647623.69,361030.67,4.0
1668,1668,"PARKER, GRAYSON",NC,7.0,7.0,DEM,2018,0.405338908,23.9,DEM,0.390220665,0,0.25118,1.0,0.47,False,48345.0,500,,69.4,647623.69,361030.67,4.0
1669,1669,"ROUZER, DAVID CHESTON",NC,7.0,7.0,REP,2018,0.405338908,23.9,DEM,0.609779335,1,0.25118,1.0,0.47,True,48345.0,4,100.0,69.4,1387491.83,651679.58,4.0
1670,1670,"HUDSON, RICHARD L. JR.",NC,8.0,8.0,REP,2018,0.432184096,24.7,DEM,0.5884347879999999,1,0.34169,1.0,0.47,True,51621.0,16,100.0,67.6,2176869.58,1004893.87,4.0
1671,1671,"HUFFMAN, JEFFREY SCOTT",NC,8.0,8.0,DEM,2018,0.432184096,24.7,DEM,0.411565212,0,0.34169,1.0,0.47,False,51621.0,15,,67.6,586089.81,434888.28,4.0
1672,1672,"HUFFMAN, SCOTT",NC,8.0,8.0,DEM,2018,0.432184096,24.7,DEM,0.411565212,0,0.34169,1.0,0.47,False,51621.0,17,,67.6,586089.81,434888.28,4.0
1673,1673,"MCNEILL, FRANK",NC,8.0,8.0,DEM,2018,0.432184096,24.7,DEM,0.411565212,0,0.34169,1.0,0.47,False,51621.0,65,56.1,67.6,586089.81,434888.28,4.0
1674,1674,"TIEGEL, MARC",NC,8.0,8.0,DEM,2018,0.432184096,24.7,DEM,0.411565212,0,0.34169,1.0,0.47,False,51621.0,89,,67.6,586089.81,434888.28,4.0
1675,1675,"CANO, FERNANDO",NC,9.0,9.0,DEM,2018,0.5804903889999999,32.6,DEM,0.417437955,0,0.34037,1.0,0.47,False,61369.0,500,,69.6,4303254.16,2654757.49,4.0
1676,1676,"GOINS, CLARENCE",NC,9.0,9.0,REP,2018,0.5804903889999999,32.6,DEM,0.582562045,0,0.34037,1.0,0.47,True,61369.0,500,,69.6,1615686.06,1110064.29,4.0
1677,1677,"HARRIS, MARK",NC,9.0,9.0,REP,2018,0.5804903889999999,32.6,DEM,0.582562045,0,0.34037,1.0,0.47,True,61369.0,18,48.5,69.6,1615686.06,1110064.29,4.0
1678,1678,"JORGENSEN, BRANDON WILLIAM MR.",NC,9.0,9.0,DEM,2018,0.5804903889999999,32.6,DEM,0.417437955,0,0.34037,1.0,0.47,False,61369.0,52,,69.6,4303254.16,2654757.49,4.0
1679,1679,"MCCREADY, DANIEL",NC,9.0,9.0,DEM,2018,0.5804903889999999,32.6,DEM,0.417437955,0,0.34037,1.0,0.47,False,61369.0,12,82.8,69.6,4303254.16,2654757.49,4.0
1680,1680,"PITTENGER, ROBERT M THE HONORABLE",NC,9.0,9.0,REP,2018,0.5804903889999999,32.6,DEM,0.582562045,0,0.34037,1.0,0.47,True,61369.0,7,,69.6,1615686.06,1110064.29,4.0
1681,1681,"SCOTT, JEFF",NC,9.0,9.0,LIB,2018,0.5804903889999999,32.6,DEM,0.0,0,0.34037,1.0,0.47,False,61369.0,192,,69.6,,,4.0
1682,1682,"WARREN, MARIA COLLINS",NC,9.0,9.0,DEM,2018,0.5804903889999999,32.6,DEM,0.417437955,0,0.34037,1.0,0.47,False,61369.0,35,,69.6,4303254.16,2654757.49,4.0
1683,1683,"BLANKENSHIP, SETH BRADEN",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,0,0.18871,1.0,0.47,True,47064.0,160,,68.8,3375132.28,2836292.37,0.0
1684,1684,"BROWN, DAVID",NC,10.0,10.0,DEM,2018,0.381029598,23.1,DEM,0.368458138,0,0.18871,1.0,0.47,False,47064.0,4,100.0,68.8,106319.9,90795.33,0.0
1685,1685,"COLLIAS, GINA",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,0,0.18871,0.0,0.47,True,47064.0,84,,68.8,3375132.28,2836292.37,0.0
1686,1686,"GRAHAM, SAMARIA",NC,10.0,10.0,UNK,2018,0.381029598,23.1,DEM,0.0,0,0.18871,0.0,0.47,False,47064.0,500,,68.8,,,0.0
1687,1687,"GREGORY, JEFF",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,0,0.18871,1.0,0.47,True,47064.0,192,,68.8,3375132.28,2836292.37,0.0
1688,1688,"MCHENRY, PATRICK",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,1,0.18871,1.0,0.47,True,47064.0,37,70.7,68.8,3375132.28,2836292.37,0.0
1689,1689,"QUEEN, KENNETH PAUL",NC,10.0,10.0,DEM,2018,0.381029598,23.1,DEM,0.368458138,0,0.18871,1.0,0.47,False,47064.0,31,,68.8,106319.9,90795.33,0.0
1690,1690,"ROBERTS, IRA",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,0,0.18871,1.0,0.47,True,47064.0,500,,68.8,3375132.28,2836292.37,0.0
1691,1691,"WILEY, ALBERT LEE JR",NC,10.0,10.0,REP,2018,0.381029598,23.1,DEM,0.6315418620000001,0,0.18871,1.0,0.47,True,47064.0,126,,68.8,3375132.28,2836292.37,0.0
1692,1692,"ARCHERD, CHARLES WALLACE",NC,11.0,11.0,REP,2018,0.395924033,23.6,DEM,0.6416374029999999,0,0.09435,1.0,0.47,True,46337.0,23,,68.2,1521684.49,802481.74,4.0
1693,1693,"COFFAY, MATT",NC,11.0,11.0,DEM,2018,0.395924033,23.6,DEM,0.358362597,0,0.09435,1.0,0.47,False,46337.0,500,,68.2,180196.79,79255.06,4.0
1694,1694,"DONALDSON, D",NC,11.0,11.0,DEM,2018,0.395924033,23.6,DEM,0.358362597,0,0.09435,,0.47,False,46337.0,500,,68.2,180196.79,79255.06,4.0
1695,1695,"DONALDSON, SCOTT",NC,11.0,11.0,DEM,2018,0.395924033,23.6,DEM,0.358362597,0,0.09435,1.0,0.47,False,46337.0,17,,68.2,180196.79,79255.06,4.0
1696,1696,"INGRAM, CLIFTON B JR",NC,11.0,11.0,LIB,2018,0.395924033,23.6,DEM,0.0,0,0.09435,1.0,0.47,False,46337.0,500,,68.2,,,4.0
1697,1697,"MEADOWS, MARK R",NC,11.0,11.0,REP,2018,0.395924033,23.6,DEM,0.6416374029999999,1,0.09435,1.0,0.47,True,46337.0,18,86.4,68.2,1521684.49,802481.74,4.0
1698,1698,"MONEY, CHRISTOPHER",NC,11.0,11.0,REP,2018,0.395924033,23.6,DEM,0.6416374029999999,0,0.09435,1.0,0.47,True,46337.0,2,,68.2,1521684.49,802481.74,4.0
1699,1699,"PRICE, PHILLIP",NC,11.0,11.0,DEM,2018,0.395924033,23.6,DEM,0.358362597,0,0.09435,1.0,0.47,False,46337.0,71,40.6,68.2,180196.79,79255.06,4.0
1700,1700,"WOODSMALL, STEVE",NC,11.0,11.0,DEM,2018,0.395924033,23.6,DEM,0.358362597,0,0.09435,1.0,0.47,False,46337.0,159,,68.2,180196.79,79255.06,4.0
1701,1701,"ADAMS, ALMA SHEALEY",NC,12.0,12.0,DEM,2018,0.6544658729999999,38.3,DEM,0.6704808000000001,1,0.5385800000000001,0.0,0.47,False,58787.0,500,85.5,68.50667,497511.06,340450.85,4.0
1702,1702,"BONHAM, PAUL",NC,12.0,12.0,REP,2018,0.6544658729999999,38.3,DEM,0.3295192,0,0.5385800000000001,1.0,0.47,True,58787.0,27,,68.50667,0.0,0.0,4.0
1703,1703,"ORTIZ, GABRIEL",NC,12.0,12.0,DEM,2018,0.6544658729999999,38.3,DEM,0.6704808000000001,0,0.5385800000000001,1.0,0.47,False,58787.0,114,,68.50667,497511.06,340450.85,4.0
1704,1704,"PERSSON, CARL",NC,12.0,12.0,REP,2018,0.6544658729999999,38.3,DEM,0.3295192,0,0.5385800000000001,1.0,0.47,True,58787.0,91,,68.50667,0.0,0.0,4.0
1705,1705,"REGISTER, BENJAMIN",NC,12.0,12.0,DEM,2018,0.6544658729999999,38.3,DEM,0.6704808000000001,0,0.5385800000000001,1.0,0.47,False,58787.0,44,,68.50667,497511.06,340450.85,4.0
1706,1706,"WRIGHT, PAUL",NC,12.0,12.0,REP,2018,0.6544658729999999,38.3,DEM,0.3295192,0,0.5385800000000001,1.0,0.47,True,58787.0,27,43.2,68.50667,0.0,0.0,4.0
1707,1707,"YOUNG, WILLIAM KEITH",NC,12.0,12.0,DEM,2018,0.6544658729999999,38.3,DEM,0.6704808000000001,0,0.5385800000000001,1.0,0.47,False,58787.0,9,,68.50667,497511.06,340450.85,4.0
1708,1708,"BAILEY, THOMAS AARON",NC,13.0,13.0,LIB,2018,0.449426298,27.6,DEM,0.0,0,0.29826,1.0,0.47,False,50803.0,20,,59.9,,,4.0
1709,1709,"BUDD, THEODORE P.",NC,13.0,13.0,REP,2018,0.449426298,27.6,DEM,0.561417927,1,0.29826,1.0,0.47,True,50803.0,181,100.0,59.9,1809592.59,1005005.34,4.0
1710,1710,"COKER, ADAM",NC,13.0,13.0,DEM,2018,0.449426298,27.6,DEM,0.438582073,0,0.29826,1.0,0.47,False,50803.0,36,,59.9,2890580.86,1914281.31,4.0
1711,1711,"MANNING, KATHY",NC,13.0,13.0,DEM,2018,0.449426298,27.6,DEM,0.438582073,0,0.29826,0.0,0.47,False,50803.0,134,70.1,59.9,2890580.86,1914281.31,4.0
1712,1712,"MCMILLER, BENIAH",NC,13.0,13.0,DEM,2018,0.449426298,27.6,DEM,0.438582073,0,0.29826,1.0,0.47,False,50803.0,500,,59.9,2890580.86,1914281.31,4.0
1713,1713,"ABENTROTH, TIFFANY",ND,0.0,1.0,REP,2018,,28.2,REP,0.0,0,0.13407,0.0,0.52,True,61843.0,42,,59.28421,1561096.4,1073215.8,4.0
1714,1714,"ARMSTRONG, KELLY",ND,0.0,1.0,REP,2018,,28.2,REP,0.0,0,0.13407,0.0,0.52,True,61843.0,14,56.3,59.28421,1561096.4,1073215.8,4.0
1715,1715,"CAMPBELL, TOM",ND,0.0,1.0,REP,2018,,28.2,REP,0.0,0,0.13407,1.0,0.52,True,61843.0,20,,59.28421,1561096.4,1073215.8,4.0
1716,1716,"HANSON, BEN",ND,0.0,1.0,DEM,2018,,28.2,REP,0.0,0,0.13407,1.0,0.52,False,61843.0,44,,59.28421,667810.24,506215.94,4.0
1717,1717,"HENDRICKSON, DUWAYNE",ND,0.0,1.0,REP,2018,,28.2,REP,0.0,0,0.13407,1.0,0.52,True,61843.0,500,,59.28421,1561096.4,1073215.8,4.0
1718,1718,"SCHAFNER, PAUL",ND,0.0,1.0,REP,2018,,28.2,REP,0.0,0,0.13407,1.0,0.52,True,61843.0,27,,59.28421,1561096.4,1073215.8,4.0
1719,1719,"SCHNEIDER, MAC SCHNEIDER",ND,0.0,1.0,DEM,2018,,28.2,REP,0.0,0,0.13407,1.0,0.52,False,61843.0,500,100.0,59.28421,667810.24,506215.94,4.0
1720,1720,"CRAWFORD, DENNIS P",NE,1.0,1.0,DEM,2018,0.380395204,30.2,REP,0.304383035,0,0.11564,1.0,0.5,False,60341.0,59,34.0,79.6,57770.53,60844.78,0.0
1721,1721,"FORTENBERRY, JEFFREY L. HONORABLE",NE,1.0,1.0,REP,2018,0.380395204,30.2,REP,0.695616965,1,0.11564,1.0,0.5,True,60341.0,15,,79.6,696203.59,402743.31,0.0
1722,1722,"MCCLURE, JESSICA",NE,1.0,1.0,DEM,2018,0.380395204,30.2,REP,0.304383035,0,0.11564,0.0,0.5,False,60341.0,11,66.0,79.6,57770.53,60844.78,0.0
1723,1723,"SVOBODA, STEVE",NE,1.0,1.0,DEM,2018,0.380395204,30.2,REP,0.304383035,0,0.11564,1.0,0.5,False,60341.0,159,,79.6,57770.53,60844.78,0.0
1724,1724,"ASHFORD, BRAD",NE,2.0,2.0,DEM,2018,0.480699947,38.4,REP,0.473153807,0,0.18476,1.0,0.5,False,66390.0,123,,81.1,2028178.0,1590186.11,0.0
1725,1725,"BACON, DONALD J",NE,2.0,2.0,REP,2018,0.480699947,38.4,REP,0.493559045,1,0.18476,1.0,0.5,True,66390.0,42,48.6,81.1,2363497.4,1476889.35,0.0
1726,1726,"EASTMAN, KARA",NE,2.0,2.0,DEM,2018,0.480699947,38.4,REP,0.473153807,0,0.18476,0.0,0.5,False,66390.0,147,51.4,81.1,2028178.0,1590186.11,0.0
1727,1727,"BOLINGER, LARRY LEE SCOTT",NE,3.0,3.0,REP,2018,0.210738308,21.2,REP,1.0,0,0.07372000000000001,1.0,0.5,True,52434.0,58,,81.7,1150742.77,1260065.45,4.0
1728,1728,"KOWALSKI, ARRON",NE,3.0,3.0,REP,2018,0.210738308,21.2,REP,1.0,0,0.07372000000000001,1.0,0.5,True,52434.0,500,,81.7,1150742.77,1260065.45,4.0
1729,1729,"PENNER, KIRK MR.",NE,3.0,3.0,REP,2018,0.210738308,21.2,REP,1.0,0,0.07372000000000001,1.0,0.5,True,52434.0,500,,81.7,1150742.77,1260065.45,4.0
